constraint_name,table,columns_or_predicate,type,migration/model/database_contract,service_command,operation_id,current_precheck,current_integrity_handling,current_http_status_code_details,recommended_status_code_details,transaction_owner,required_tests
pk_geo_observation_publications,geo_observation_publications,"observation_id,published_article_id",PRIMARY KEY,"backend/app/migration_schema_v1.py:643-652; backend/alembic/versions/0034_publication_workflow_redesign.py:737-743; backend/alembic/versions/0037_simplify_deletion_lifecycle.py:200-206 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:305,333,457-458",geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task,createGeoObservation;deleteGeoObservation;permanentlyDeleteContentTask,geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task: 直接写入/修改/删除链按该约束列或触发器语义执行；未见 pk_geo_observation_publications 专用预检，数据库 PRIMARY KEY 是 authority,geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task: 未见按 pk_geo_observation_publications 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,pk_geo_observation_publications：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL PRIMARY KEY sentinel：pk_geo_observation_publications；仅覆盖直接 owner geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task / operation createGeoObservation;deleteGeoObservation;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
pk_geo_observations,geo_observations,id,PRIMARY KEY,"backend/app/migration_schema_v1.py:596-619; backend/alembic/versions/0007_geo_observation.py:1-40 ; backend/app/models/geo_files.py:24-125 ; contracts/database.md:63,185,457-459",geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task,createGeoObservation;deleteGeoObservation;permanentlyDeleteContentTask,geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task: 直接写入/修改/删除链按该约束列或触发器语义执行；未见 pk_geo_observations 专用预检，数据库 PRIMARY KEY 是 authority,geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task: 未见按 pk_geo_observations 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,pk_geo_observations：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL PRIMARY KEY sentinel：pk_geo_observations；仅覆盖直接 owner geo_observation.create_geo_observation; geo_observation.delete_geo_observation; publication.permanently_delete_content_task / operation createGeoObservation;deleteGeoObservation;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
pk_platform_accounts,platform_accounts,id,PRIMARY KEY,"backend/alembic/versions/0026_publication_account_dedup.py:47-71 ; backend/app/models/publication.py:28-290 ; contracts/database.md:201,335,446",publication.create_platform_account; publication.update_platform_account; publication.set_platform_account_enabled; publication.delete_platform_account,createPlatformAccount;updatePlatformAccount;enablePlatformAccount;disablePlatformAccount;deletePlatformAccount,publication.create_platform_account; publication.update_platform_account; publication.set_platform_account_enabled; publication.delete_platform_account: 直接构造/写入 platform_accounts.id；未见针对 pk_platform_accounts 的独立预检，数据库 PK 是 authority,publication.create_platform_account; publication.update_platform_account; publication.set_platform_account_enabled; publication.delete_platform_account: 无 pk_platform_accounts 专用 diagnostics mapper；flush/commit 异常进入 errors.py:76-79 全局 IntegrityError handler,当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,pk_platform_accounts 未有已批准领域 code；未知 PK 应 default500 或 contract-decision required，不能伪装 revision,publication.create_platform_account; publication.update_platform_account; publication.set_platform_account_enabled; publication.delete_platform_account 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL PRIMARY KEY sentinel：pk_platform_accounts；仅覆盖直接 owner publication.create_platform_account; publication.update_platform_account; publication.set_platform_account_enabled; publication.delete_platform_account / operation createPlatformAccount;updatePlatformAccount;enablePlatformAccount;disablePlatformAccount;deletePlatformAccount；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
pk_platform_profiles,platform_profiles,id,PRIMARY KEY,"backend/app/migration_schema_v1.py:362-381; backend/alembic/versions/0009_config_center.py:847-855; backend/alembic/versions/0031_reusable_platform_prompts.py:45-56 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:193-201,221-225,431",content_planning.create_platform_profile; platform_configuration.delete_platform_profile,createPlatformProfile;deletePlatformProfile,content_planning.create_platform_profile; platform_configuration.delete_platform_profile: 直接写入/修改/删除链按该约束列或触发器语义执行；未见 pk_platform_profiles 专用预检，数据库 PRIMARY KEY 是 authority,content_planning.create_platform_profile; platform_configuration.delete_platform_profile: 未见按 pk_platform_profiles 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,pk_platform_profiles：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,content_planning.create_platform_profile; platform_configuration.delete_platform_profile 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL PRIMARY KEY sentinel：pk_platform_profiles；仅覆盖直接 owner content_planning.create_platform_profile; platform_configuration.delete_platform_profile / operation createPlatformProfile;deletePlatformProfile；断言失败边界、rollback、无 SUCCESS audit
pk_platform_prompt_templates,platform_prompts,id,PRIMARY KEY,backend/alembic/versions/0031_reusable_platform_prompts.py:16-56 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:281-285,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt,createPlatformPrompt;updatePlatformPrompt;deletePlatformPrompt,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt: 直接构造/写入 platform_prompts.id；未见针对 pk_platform_prompt_templates 的独立预检，数据库 PK 是 authority,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt: 无 pk_platform_prompt_templates 专用 diagnostics mapper；flush/commit 异常进入 errors.py:76-79 全局 IntegrityError handler,当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,pk_platform_prompt_templates 未有已批准领域 code；未知 PK 应 default500 或 contract-decision required，不能伪装 revision,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL PRIMARY KEY sentinel：pk_platform_prompt_templates；仅覆盖直接 owner platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt / operation createPlatformPrompt;updatePlatformPrompt;deletePlatformPrompt；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
pk_platform_types,platform_types,id,PRIMARY KEY,backend/alembic/versions/0009_config_center.py:818-828 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:77,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type,createPlatformType;updatePlatformType;deletePlatformType,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type: 直接构造/写入 platform_types.id；未见针对 pk_platform_types 的独立预检，数据库 PK 是 authority,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type: 无 pk_platform_types 专用 diagnostics mapper；flush/commit 异常进入 errors.py:76-79 全局 IntegrityError handler,当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,pk_platform_types 未有已批准领域 code；未知 PK 应 default500 或 contract-decision required，不能伪装 revision,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL PRIMARY KEY sentinel：pk_platform_types；仅覆盖直接 owner platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type / operation createPlatformType;updatePlatformType;deletePlatformType；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
pk_products,products,id,PRIMARY KEY,"backend/alembic/versions/0002_product_facts.py:1-130; backend/alembic/versions/0025_markdown_facts_direct_platform.py:491-526 ; backend/app/models/product_facts.py:27-116 ; contracts/database.md:217,411,415",product_facts.create_product; product_facts.update_product; product_facts.replace_product_facts,createProduct;updateProduct;replaceProductFactsDraft,product_facts.create_product; product_facts.update_product; product_facts.replace_product_facts: 直接构造/写入 products.id；未见针对 pk_products 的独立预检，数据库 PK 是 authority,product_facts.create_product; product_facts.update_product; product_facts.replace_product_facts: 无 pk_products 专用 diagnostics mapper；flush/commit 异常进入 errors.py:76-79 全局 IntegrityError handler,当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,pk_products 未有已批准领域 code；未知 PK 应 default500 或 contract-decision required，不能伪装 revision,product_facts.create_product; product_facts.update_product; product_facts.replace_product_facts 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL PRIMARY KEY sentinel：pk_products；仅覆盖直接 owner product_facts.create_product; product_facts.update_product; product_facts.replace_product_facts / operation createProduct;updateProduct;replaceProductFactsDraft；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
pk_publication_attachments,publication_attachments,"publication_work_id,file_id",PRIMARY KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:330-351 ; backend/app/models/publication.py:28-290 ; contracts/database.md:299,305,432,453",publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 pk_publication_attachments 专用预检，数据库 PRIMARY KEY 是 authority,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 pk_publication_attachments 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,pk_publication_attachments：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL PRIMARY KEY sentinel：pk_publication_attachments；仅覆盖直接 owner publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
pk_publication_verifications,publication_verifications,id,PRIMARY KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:188-232; backend/alembic/versions/0035_business_workflow_primary_tasks.py:141-170 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,448-451",publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,verifyPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 pk_publication_verifications 专用预检，数据库 PRIMARY KEY 是 authority,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 pk_publication_verifications 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,pk_publication_verifications：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL PRIMARY KEY sentinel：pk_publication_verifications；仅覆盖直接 owner publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation verifyPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
pk_publication_work_events,publication_work_events,id,PRIMARY KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:159-187; backend/alembic/versions/0035_business_workflow_primary_tasks.py:123-139 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,313,448,453",publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 pk_publication_work_events 专用预检，数据库 PRIMARY KEY 是 authority,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 pk_publication_work_events 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,pk_publication_work_events：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL PRIMARY KEY sentinel：pk_publication_work_events；仅覆盖直接 owner publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
